battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
-0.9023715779419107,-0.989801960390097,0.8305716963368664,-1.0189291514616052,-0.7623040150035079,-1.0437045687119804,-1.3802983272815594,0.34065430982570916,1.3489114552038133,-1.101695754824843,-1.3054236260098615,-1.4085962817185664,-1.146497302347366,0.3916054683756957,-0.7847870220177624,0.28303201671742284,1.462127654938567,-1.7864141964678064,-1.0057665725158806,0.9858500872228584,1
-0.49501476495184327,1.009797959589897,-1.2527508913026362,0.9809317935071981,-0.9926421370773885,0.9576464738805037,1.1547354321240155,0.6873762536686703,-0.1200294187171158,-0.6646016247614258,-0.6458272761027755,0.5856314506427718,1.704038506304341,0.4672001744444009,1.1139869613913105,-0.6351578185378015,-0.7340836179695319,0.5595007036868969,0.9937693569391504,-1.013845830064887,2
-1.5373020294739153,1.009797959589897,-1.2527508913026362,0.9809317935071981,-0.5319658929296273,0.9576464738805037,0.49342227749647416,1.3808201413545929,0.13421034792304504,0.20958663536540845,-0.6458272761027755,1.3923360022646463,1.0746994316669511,0.44138734798191614,-0.3100935261654942,-0.8647052773516076,-0.3680484058181821,0.5595007036868969,0.9937693569391504,-1.013845830064887,2
-1.418963737432108,1.009797959589897,1.1982168588614843,-1.0189291514616052,-0.9926421370773885,-1.0437045687119804,-1.2149700386246742,1.0340981975116317,-0.2612737335172051,0.6466807654288256,-0.15113001367246096,1.2864278628059087,1.2366616935221617,0.5944205334380754,0.8766402134651764,0.512579475531229,-0.0020131936668322833,0.5595007036868969,-1.0057665725158806,-1.013845830064887,2
1.3255743433836538,1.009797959589897,-0.39491217874519413,-1.0189291514616052,2.0017534498830596,0.9576464738805037,0.6587505661533595,0.34065430982570916,0.021214896082973556,-1.101695754824843,0.6733654237113966,1.26840094545123,-0.0914288536905653,-0.6575015499924322,-1.0221337699438966,-0.8647052773516076,0.7300572306358674,0.5595007036868969,0.9937693569391504,-1.013845830064887,1
1.4120523260295899,-0.989801960390097,-1.2527508913026362,0.9809317935071981,-0.3016277708557466,-1.0437045687119804,-0.5536568839971329,0.6873762536686703,0.6709387441633845,-1.5387898848882602,-0.48092818862600395,0.8087145529069214,0.9312471425951933,-0.974630560817244,1.1139869613913105,-1.0942527361654137,-0.1850307997425072,0.5595007036868969,-1.0057665725158806,-1.013845830064887,1
1.3255743433836538,-0.989801960390097,0.21782975879583605,-1.0189291514616052,-0.07128964878186603,0.9576464738805037,-1.2149700386246742,1.0340981975116317,-0.035282829837062185,1.5208690255556598,0.013769073804310552,-0.5951316360886872,-0.5402956936892919,1.0101914168159538,0.16459996968677407,0.512579475531229,1.279110048862892,0.5595007036868969,-1.0057665725158806,0.9858500872228584,3
1.62824728264443,-0.989801960390097,-1.2527508913026362,0.9809317935071981,-0.9926421370773885,-1.0437045687119804,-0.4434380248925427,1.0340981975116317,1.3206625922437956,-0.2275074946980087,-1.6352218009634045,-0.29994086440582246,-0.23719488936025487,-1.3129629648076684,0.8766402134651764,-0.6351578185378015,-1.1001188301208817,0.5595007036868969,0.9937693569391504,0.9858500872228584,0
0.46989746246597014,1.009797959589897,-1.2527508913026362,-1.0189291514616052,-0.9926421370773885,-1.0437045687119804,1.1547354321240155,0.6873762536686703,0.9534273737635632,1.0837748954922426,0.6733654237113966,-0.583864812742013,-0.9613975745128395,-0.9451301877172615,1.1139869613913105,-1.0942527361654137,1.6451452610142419,0.5595007036868969,-1.0057665725158806,-1.013845830064887,0
-1.6601917942865614,1.009797959589897,-1.1302025037944303,0.9809317935071981,-0.5319658929296273,0.9576464738805037,-1.2700794681769694,-1.3929554093890968,-1.334730525997884,0.20958663536540845,0.8382645111881681,1.1084120539284559,-0.06366389451538634,-1.4853557701106912,1.5886804572435786,0.9716743931588411,0.1810044124088426,0.5595007036868969,-1.0057665725158806,-1.013845830064887,0
-1.0685003340775248,1.009797959589897,1.6884104088943084,0.9809317935071981,-0.9926421370773885,-1.0437045687119804,-1.2700794681769694,-1.3929554093890968,1.179418277443706,0.20958663536540845,-1.470322713486633,-0.8948291371102216,-0.8734752037914395,1.6794811315218068,-1.7341740137222987,-0.8647052773516076,-0.7340836179695319,-1.7864141964678064,-1.0057665725158806,-1.013845830064887,3
0.6405776913724229,1.009797959589897,0.8305716963368664,-1.0189291514616052,0.15904847329201457,0.9576464738805037,0.05254684107811329,-0.006067634017251923,1.0381739626436168,1.5208690255556598,1.3329617736184827,-1.1134055100357017,-0.5703743994624024,1.5688547323968725,0.4019467176129082,0.742126934345035,0.3640220184845175,0.5595007036868969,0.9937693569391504,0.9858500872228584,3
1.3119199250711375,-0.989801960390097,1.565862021386102,-1.0189291514616052,-0.5319658929296273,-1.0437045687119804,0.05254684107811329,0.34065430982570916,0.5296944293632951,-0.2275074946980087,1.1680626861417112,-0.08587122081901216,-1.1650072751308185,-0.592047597176846,1.3513337093174447,-1.3238001949792197,-1.6491716483479064,0.5595007036868969,-1.0057665725158806,-1.013845830064887,1
-0.9911252969732662,1.009797959589897,0.7080233088286603,-1.0189291514616052,0.6197247174397758,-1.0437045687119804,-0.8292040317586085,1.727542085197554,1.631400084803992,-0.2275074946980087,0.17866816128108207,-0.6785061288540765,0.436105370637835,0.5123726207537491,-1.2594805178700306,-1.0942527361654137,-1.2831364361965565,0.5595007036868969,-1.0057665725158806,0.9858500872228584,2
